24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
1
0
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
1
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
1
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
34
33
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
34
33
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
33
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
24
23
22
21
20
19
18
17
16
15
14
13
12
11
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
18
17
16
15
14
13
12
11
10
9
8
7
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
